ESV Name,Name,KMZ Name,MSG Name,NLT Name,NIV Name,Lat,Lon,Passages,Comment
Babylon,Babel,TBC,TBC,TBC,"2 Kgs 17:24, 2 Kgs 17:30, 2 Kgs 20:12, 2 Kgs 20:14, 2 Kgs 20:17, 2 Kgs 20:18, 2 Kgs 24:1, 2 Kgs 24:7, 2 Kgs 24:10, 2 Kgs 24:11, 2 Kgs 24:12, 2 Kgs 24:15, 2 Kgs 24:16, 2 Kgs 24:17, 2 Kgs 24:20, 2 Kgs 25:1, 2 Kgs 25:6, 2 Kgs 25:7, 2 Kgs 25:8, 2 Kgs 25:11, 2 Kgs 25:13, 2 Kgs 25:20, 2 Kgs 25:21, 2 Kgs 25:22, 2 Kgs 25:23, 2 Kgs 25:24, 2 Kgs 25:27, 2 Kgs 25:28, 1 Chr 9:1, 2 Chr 32:31, 2 Chr 33:11, 2 Chr 36:6, 2 Chr 36:7, 2 Chr 36:10, 2 Chr 36:18, 2 Chr 36:20, Ezra 2:1, Ezra 5:12, Ezra 5:13, Ezra 5:14, Ezra 5:17, Ezra 6:5, Neh 7:6, Neh 13:6, Est 2:6, Ps 87:4, Ps 137:1, Ps 137:8, Isa 13:1, Isa 13:19, Isa 14:4, Isa 14:22, Isa 21:9, Isa 39:1, Isa 39:3, Isa 39:6, Isa 39:7, Isa 43:14, Isa 47:1, Isa 48:14, Isa 48:20, Jer 20:4, Jer 20:5, Jer 20:6, Jer 21:2, Jer 21:4, Jer 21:7, Jer 21:10, Jer 22:25, Jer 24:1, Jer 25:1, Jer 25:9, Jer 25:11, Jer 25:12, Jer 25:26, Jer 27:6, Jer 27:8, Jer 27:9, Jer 27:11, Jer 27:12, Jer 27:13, Jer 27:14, Jer 27:16, Jer 27:17, Jer 27:18, Jer 27:20, Jer 27:22, Jer 28:2, Jer 28:3, Jer 28:4, Jer 28:6, Jer 28:11, Jer 28:14, Jer 29:1, Jer 29:3, Jer 29:4, Jer 29:10, Jer 29:15, Jer 29:20, Jer 29:21, Jer 29:22, Jer 29:28, Jer 32:2, Jer 32:3, Jer 32:4, Jer 32:5, Jer 32:28, Jer 32:36, Jer 34:1, Jer 34:2, Jer 34:3, Jer 34:7, Jer 34:21, Jer 35:11, Jer 36:29, Jer 37:1, Jer 37:17, Jer 37:19, Jer 38:3, Jer 38:17, Jer 38:18, Jer 38:22, Jer 38:23, Jer 39:1, Jer 39:3, Jer 39:5, Jer 39:6, Jer 39:7, Jer 39:9, Jer 39:11, Jer 39:13, Jer 40:1, Jer 40:4, Jer 40:5, Jer 40:7, Jer 40:9, Jer 40:11, Jer 41:2, Jer 41:18, Jer 42:11, Jer 43:3, Jer 43:10, Jer 44:30, Jer 46:2, Jer 46:13, Jer 46:26, Jer 49:28, Jer 49:30, Jer 50:1, Jer 50:2, Jer 50:8, Jer 50:9, Jer 50:13, Jer 50:14, Jer 50:16, Jer 50:17, Jer 50:18, Jer 50:23, Jer 50:24, Jer 50:28, Jer 50:29, Jer 50:34, Jer 50:35, Jer 50:39, Jer 50:42, Jer 50:43, Jer 50:45, Jer 50:46, Jer 51:1, Jer 51:2, Jer 51:6, Jer 51:7, Jer 51:8, Jer 51:9, Jer 51:11, Jer 51:12, Jer 51:24, Jer 51:29, Jer 51:30, Jer 51:31, Jer 51:33, Jer 51:34, Jer 51:35, Jer 51:37, Jer 51:41, Jer 51:42, Jer 51:44, Jer 51:47, Jer 51:48, Jer 51:49, Jer 51:53, Jer 51:54, Jer 51:55, Jer 51:56, Jer 51:58, Jer 51:59, Jer 51:60, Jer 51:61, Jer 51:64, Jer 52:3, Jer 52:4, Jer 52:9, Jer 52:10, Jer 52:11, Jer 52:12, Jer 52:15, Jer 52:17, Jer 52:26, Jer 52:27, Jer 52:31, Jer 52:32, Ezek 12:13, Ezek 17:12, Ezek 17:16, Ezek 17:20, Ezek 19:9, Ezek 21:19, Ezek 21:21, Ezek 24:2, Ezek 26:7, Ezek 29:18, Ezek 29:19, Ezek 30:10, Ezek 30:24, Ezek 30:25, Ezek 32:11, Dan 1:1, Dan 2:12, Dan 2:14, Dan 2:18, Dan 2:24, Dan 2:48, Dan 2:49, Dan 3:1, Dan 3:12, Dan 3:30, Dan 4:6, Dan 4:29, Dan 4:30, Dan 5:7, Dan 7:1, Mic 4:10, Zech 2:7, Zech 6:10, Matt 1:11, Matt 1:12, Matt 1:17, Acts 7:43, 1 Pet 5:13, Rev 14:8, Rev 16:19, Rev 17:5, Rev 18:2, Rev 18:10, Rev 18:21",0.0,0.0,TBC,TBC
Babylonia,Babel,TBC,TBC,TBC,"Ezra 1:11, Ezra 2:1, Ezra 5:12, Ezra 6:1, Ezra 7:6, Ezra 7:9, Ezra 7:16, Ezra 8:1",0.0,0.0,TBC,TBC
Baharum,Bahurim,TBC,TBC,TBC,1 Chr 11:33,0.0,0.0,TBC,TBC
Bahurim,TBC,TBC,"2 Sam 3:16, 2 Sam 16:5, 2 Sam 17:18, 2 Sam 19:16, 2 Sam 23:31, 1 Kgs 2:8",TBC,TBC,31.824736,35.388486,TBC,TBC
Balah,Baalah 1,TBC,TBC,TBC,Josh 19:3,0.0,0.0,TBC,TBC
Bamah,Gibeon,TBC,TBC,TBC,Ezek 20:29,0.0,0.0,TBC,TBC
Bamoth,Pisgah,TBC,TBC,TBC,"Num 21:19, Num 21:20",0.0,0.0,TBC,TBC
Bamoth-baal,Bamoth,TBC,TBC,TBC,"Num 22:41, Josh 13:17",0.0,0.0,TBC,TBC
Bashan,Golan,region,TBC,TBC,"Num 21:33, Num 32:33, Deut 1:4, Deut 3:1, Deut 3:3, Deut 3:4, Deut 3:10, Deut 3:11, Deut 3:13, Deut 3:14, Deut 4:43, Deut 4:47, Deut 29:7, Deut 32:14, Deut 33:22, Josh 9:10, Josh 12:4, Josh 12:5, Josh 13:11, Josh 13:12, Josh 13:30, Josh 13:31, Josh 17:1, Josh 17:5, Josh 20:8, Josh 21:6, Josh 21:27, Josh 22:7, 1 Kgs 4:13, 1 Kgs 4:19, 2 Kgs 10:33, 1 Chr 5:11, 1 Chr 5:12, 1 Chr 5:16, 1 Chr 5:23, 1 Chr 6:62, 1 Chr 6:71, Neh 9:22, Ps 22:12, Ps 68:15, Ps 68:22, Ps 135:11, Ps 136:20, Isa 2:13, Isa 33:9, Jer 22:20, Jer 50:19, Ezek 27:6, Ezek 39:18, Amos 4:1, Mic 7:14, Nahum 1:4, Zech 11:2",0.0,0.0,TBC,TBC
Bath-rabbim,<Heshbon,TBC,TBC,TBC,Sng 7:4,0.0,0.0,TBC,TBC
Bealoth,Baalath-beer,TBC,TBC,TBC,"Josh 15:24, 1 Kgs 4:16",0.0,0.0,TBC,TBC
Beautiful Gate,<Jerusalem,TBC,TBC,TBC,"Acts 3:2, Acts 3:10",0.0,0.0,TBC,TBC
Beer,Beer-elim,TBC,TBC,TBC,Num 21:16,0.0,0.0,TBC,TBC
Beer 2,Beeroth,TBC,TBC,TBC,Judg 9:21,0.0,0.0,TBC,TBC
Beer-elim,Eneglaim,TBC,TBC,TBC,Isa 15:8,0.0,0.0,TBC,TBC
Beer-lahai-roi,Kadesh-barnea,TBC,TBC,TBC,"Gen 24:62, Gen 25:11",0.0,0.0,TBC,TBC
Beeroth,Beeroth,TBC,TBC,TBC,"Josh 9:17, Josh 18:25, 2 Sam 4:2, 2 Sam 23:37, 1 Chr 11:39, Ezra 2:25, Neh 7:29",0.0,0.0,TBC,TBC
Beeroth Bene-jaakan,Bene-jaakan,TBC,TBC,TBC,Deut 10:6,0.0,0.0,TBC,TBC
Beersheba,Beersheba,TBC,TBC,TBC,"Gen 21:14, Gen 21:31, Gen 21:32, Gen 21:33, Gen 22:19, Gen 26:23, Gen 26:33, Gen 28:10, Gen 46:1, Gen 46:5, Josh 15:28, Josh 19:2, Judg 20:1, 1 Sam 3:20, 1 Sam 8:2, 2 Sam 3:10, 2 Sam 17:11, 2 Sam 24:2, 2 Sam 24:7, 2 Sam 24:15, 1 Kgs 4:25, 1 Kgs 19:3, 2 Kgs 12:1, 2 Kgs 23:8, 1 Chr 4:28, 1 Chr 21:2, 2 Chr 19:4, 2 Chr 24:1, 2 Chr 30:5, Neh 11:27, Neh 11:30, Amos 5:5",0.0,0.0,TBC,TBC
Beeshterah,Ashtaroth,TBC,TBC,TBC,Josh 21:27,0.0,0.0,TBC,TBC
Bela,Zoar,TBC,TBC,TBC,"Gen 14:2, Gen 14:8",0.0,0.0,TBC,TBC
Bene-berak,TBC,TBC,Josh 19:45,TBC,TBC,32.035782,34.827108,uk.geocities.com/jonpartin/joshua4.html,TBC
Bene-jaakan,Mount Hor 1,TBC,TBC,TBC,"Num 33:31, Num 33:32",0.0,0.0,TBC,TBC
Benjamin Gate,<Jerusalem,TBC,TBC,TBC,"Jer 20:2, Jer 37:13, Jer 38:7",0.0,0.0,TBC,TBC
Beon,Baal-meon,TBC,TBC,TBC,Num 32:3,0.0,0.0,TBC,TBC
Berea,Berea,TBC,TBC,TBC,"Acts 17:10, Acts 17:13",0.0,0.0,TBC,TBC
Bered,Kadesh-barnea,TBC,TBC,TBC,Gen 16:14,0.0,0.0,TBC,TBC
Berothah,TBC,TBC,Ezek 47:16,TBC,TBC,33.93148,36.152049,TBC,TBC
Berothai,Berothah,TBC,TBC,TBC,2 Sam 8:8,0.0,0.0,TBC,TBC
Besor,TBC,TBC,"1 Sam 30:9, 1 Sam 30:10, 1 Sam 30:21",TBC,TBC,31.398056,34.436667,TBC,TBC
Betah,Berothah,TBC,TBC,TBC,2 Sam 8:8,0.0,0.0,TBC,TBC
Beten,TBC,TBC,Josh 19:25,TBC,TBC,32.934736,35.270799,TBC,TBC
Beth-anath,TBC,TBC,"Josh 19:38, Judg 1:33",TBC,TBC,33.146864,35.427134,TBC,TBC
Beth-anoth,TBC,TBC,Josh 15:59,TBC,TBC,31.558456,35.124483,TBC,TBC
Bethany 1,Bethany,TBC,TBC,TBC,"Matt 21:17, Matt 26:6, Mark 11:1, Mark 11:11, Mark 11:12, Mark 14:3, Luke 19:29, Luke 24:50, John 11:1, John 11:18, John 12:1",0.0,0.0,TBC,TBC
Bethany 2,Bethany Beyond the Jordan,TBC,TBC,TBC,John 1:28,0.0,0.0,TBC,TBC
Beth-arabah,TBC,TBC,"Josh 15:6, Josh 15:61, Josh 18:18, Josh 18:22",TBC,TBC,31.84332,35.50649,TBC,TBC
Beth-arbel,Beth Arbel,TBC,TBC,TBC,Hos 10:14,0.0,0.0,TBC,TBC
Beth-ashbea,TBC,TBC,TBC,TBC,1 Chr 4:21,0.0,0.0,TBC,TBC
Beth-aven,Beth-Aven,TBC,TBC,TBC,"Josh 7:2, Josh 18:12, 1 Sam 13:5, 1 Sam 14:23, Hos 4:15, Hos 5:8, Hos 10:5",0.0,0.0,TBC,TBC
Beth-azmaveth,TBC,TBC,Neh 7:28,TBC,TBC,31.834203,35.260706,TBC,TBC
Beth-baal-meon,Baal-meon,TBC,TBC,TBC,Josh 13:17,0.0,0.0,TBC,TBC
Beth-barah,Bethany 2,TBC,TBC,TBC,Judg 7:24,0.0,0.0,TBC,TBC
Beth-biri,Madmannah,TBC,TBC,TBC,1 Chr 4:31,0.0,0.0,TBC,TBC
Beth-car,Mizpah 3,TBC,TBC,TBC,1 Sam 7:11,0.0,0.0,TBC,TBC
Beth-dagon 1,TBC,TBC,Josh 15:41,TBC,TBC,31.908,34.775,TBC,TBC
Beth-dagon 2,TBC,TBC,Josh 19:27,TBC,TBC,32.899561,35.107928,TBC,TBC
Beth-diblathaim,Almon-diblathaim,TBC,TBC,TBC,Jer 48:22,0.0,0.0,TBC,TBC
Beth-eden,Damascus,TBC,TBC,TBC,Amos 1:5,0.0,0.0,TBC,TBC
Beth-eked,Jezreel 2,TBC,TBC,TBC,"2 Kgs 10:12, 2 Kgs 10:14",0.0,0.0,TBC,TBC
Bethel 1,Bethel,TBC,TBC,TBC,"Gen 12:8, Gen 13:3, Gen 28:19, Gen 31:13, Gen 35:1, Gen 35:3, Gen 35:6, Gen 35:8, Gen 35:15, Gen 35:16, Josh 7:2, Josh 8:9, Josh 8:12, Josh 8:17, Josh 12:9, Josh 16:1, Josh 16:2, Josh 18:13, Josh 18:22, Judg 1:22, Judg 1:23, Judg 4:5, Judg 20:18, Judg 20:26, Judg 20:31, Judg 21:2, Judg 21:19, 1 Sam 7:16, 1 Sam 10:3, 1 Sam 13:2, 1 Kgs 12:29, 1 Kgs 12:32, 1 Kgs 12:33, 1 Kgs 13:1, 1 Kgs 13:4, 1 Kgs 13:10, 1 Kgs 13:11, 1 Kgs 13:32, 1 Kgs 16:34, 2 Kgs 2:2, 2 Kgs 2:3, 2 Kgs 2:23, 2 Kgs 10:29, 2 Kgs 17:28, 2 Kgs 23:4, 2 Kgs 23:15, 2 Kgs 23:17, 2 Kgs 23:19, 1 Chr 7:28, 2 Chr 13:19, Ezra 2:28, Neh 7:32, Neh 11:31, Jer 48:13, Hos 10:15, Hos 12:4, Amos 3:14, Amos 4:4, Amos 5:5, Amos 5:6, Amos 7:10, Amos 7:13, Zech 7:2",0.0,0.0,TBC,TBC
Bethel 2,Ramoth 2,TBC,TBC,TBC,"Josh 12:16, 1 Sam 30:27",0.0,0.0,TBC,TBC
Beth-emek,TBC,TBC,Josh 19:27,TBC,TBC,32.978855,35.167096,TBC,TBC
Bethesda,<Jerusalem,TBC,TBC,TBC,John 5:2,0.0,0.0,TBC,TBC
Beth-ezel,Shaphir,TBC,TBC,TBC,Mic 1:11,0.0,0.0,TBC,TBC
Beth-gamul,TBC,TBC,Jer 48:23,TBC,TBC,31.519692,35.844714,TBC,TBC
Beth-gilgal,Gilgal 1,from tyndale,TBC,TBC,Neh 12:29,0.0,0.0,TBC,TBC
Beth-haccherem,TBC,TBC,"Neh 3:14, Jer 6:1",TBC,TBC,31.665911,35.241516,TBC,TBC
Beth-haggan,Megiddo,TBC,TBC,TBC,2 Kgs 9:27,0.0,0.0,TBC,TBC
Beth-haram,TBC,TBC,Josh 13:27,TBC,TBC,31.816667,35.583333,TBC,TBC
Beth-haran,Beth-haram,TBC,TBC,TBC,Num 32:36,0.0,0.0,TBC,TBC
Beth-hoglah,TBC,TBC,"Josh 15:6, Josh 18:19, Josh 18:21",TBC,TBC,31.837062,35.513151,TBC,TBC
Beth-horon,Lower Beth-horon,TBC,TBC,TBC,"Josh 10:10, Josh 10:11, Josh 18:14, Josh 21:22, 1 Sam 13:18, 1 Chr 6:68, 2 Chr 25:13",0.0,0.0,TBC,TBC
Beth-jeshimoth,Beth-Jeshimoth,TBC,TBC,TBC,"Num 33:49, Josh 12:3, Josh 13:20, Ezek 25:9",0.0,0.0,TBC,TBC
Beth-le-aphrah,Ophrah 1,TBC,TBC,TBC,Mic 1:10,0.0,0.0,TBC,TBC
Beth-lebaoth,Beth-biri,TBC,TBC,TBC,Josh 19:6,0.0,0.0,TBC,TBC
Bethlehem 1,Bethlehem,TBC,TBC,TBC,"Gen 35:19, Gen 48:7, Judg 12:8, Judg 12:10, Judg 17:7, Judg 17:8, Judg 17:9, Judg 19:1, Judg 19:2, Judg 19:18, Ruth 1:1, Ruth 1:2, Ruth 1:19, Ruth 1:22, Ruth 2:4, Ruth 4:11, 1 Sam 16:4, 1 Sam 17:12, 1 Sam 17:15, 1 Sam 20:6, 1 Sam 20:28, 2 Sam 2:32, 2 Sam 23:14, 2 Sam 23:15, 2 Sam 23:16, 2 Sam 23:24, 1 Chr 11:16, 1 Chr 11:17, 1 Chr 11:18, 1 Chr 11:26, 2 Chr 11:6, Ezra 2:21, Neh 7:26, Jer 41:17, Matt 2:1, Matt 2:5, Matt 2:6, Matt 2:8, Matt 2:16, Luke 2:4, Luke 2:15",0.0,0.0,TBC,TBC
Bethlehem 2,TBC,TBC,Josh 19:15,TBC,TBC,32.735379,35.189704,TBC,TBC
Bethlehem Ephrathah,Bethlehem 1,TBC,TBC,TBC,Mic 5:2,0.0,0.0,TBC,TBC
Beth-maacah,Abel-beth-maacah,TBC,TBC,TBC,"2 Sam 20:14, 2 Sam 20:15",0.0,0.0,TBC,TBC
Beth-marcaboth,Madmannah,TBC,TBC,TBC,"Josh 19:5, 1 Chr 4:31",0.0,0.0,TBC,TBC
Beth-meon,Baal-meon,TBC,TBC,TBC,Jer 48:23,0.0,0.0,TBC,TBC
Beth-millo,Shechem,TBC,TBC,TBC,"Judg 9:6, Judg 9:20",0.0,0.0,TBC,TBC
Beth-nimrah,now Beth-Nimrah,TBC,"Num 32:36, Josh 13:27",TBC,TBC,31.900811,35.625693,TBC,TBC
Beth-pazzez,En-gannim 2,TBC,TBC,TBC,Josh 19:21,0.0,0.0,TBC,TBC
Beth-pelet,Hazar-shual,TBC,TBC,TBC,"Josh 15:27, Neh 11:26",0.0,0.0,TBC,TBC
Beth-peor,TBC,TBC,"Deut 3:29, Deut 4:46, Deut 34:6, Josh 13:20",TBC,TBC,31.656099,35.71187,TBC,TBC
Bethphage,Bethphage,TBC,TBC,TBC,"Matt 21:1, Mark 11:1, Luke 19:29",0.0,0.0,TBC,TBC
Beth-rehob,TBC,TBC,"Judg 18:28, 2 Sam 10:6",TBC,TBC,33.219354,35.544122,TBC,TBC
Bethsaida,Bethsaida,TBC,TBC,TBC,"Matt 11:21, Mark 6:45, Mark 8:22, Luke 9:10, Luke 10:13, John 1:44, John 12:21",0.0,0.0,TBC,TBC
Beth-shan,Beth Shan,TBC,TBC,TBC,"1 Sam 31:10, 1 Sam 31:12, 2 Sam 21:12",0.0,0.0,TBC,TBC
Beth-shean,Beth-shan,TBC,TBC,TBC,"Josh 17:11, Josh 17:16, Judg 1:27, 1 Kgs 4:12, 1 Chr 7:29",0.0,0.0,TBC,TBC
Beth-shemesh 1,Beth Shemesh,TBC,TBC,TBC,"Josh 15:10, Josh 21:16, 1 Sam 6:9, 1 Sam 6:12, 1 Sam 6:13, 1 Sam 6:14, 1 Sam 6:15, 1 Sam 6:18, 1 Sam 6:19, 1 Sam 6:20, 1 Kgs 4:9, 2 Kgs 14:11, 2 Kgs 14:13, 1 Chr 6:59, 2 Chr 25:21, 2 Chr 25:23, 2 Chr 28:18",0.0,0.0,TBC,TBC
Beth-shemesh 2,TBC,TBC,Josh 19:22,TBC,TBC,32.40643,35.504628,TBC,TBC
Beth-shemesh 3,Beth-anath,TBC,TBC,TBC,"Josh 19:38, Judg 1:33",0.0,0.0,TBC,TBC
Beth-shittah,TBC,TBC,Judg 7:22,TBC,TBC,32.552496,35.438257,TBC,TBC
Beth-tappuah,TBC,TBC,Josh 15:53,TBC,TBC,31.52973,35.050377,TBC,TBC
Beth-togarmah,region,TBC,"Ezek 27:14, Ezek 38:6",TBC,TBC,40.065539,45.036328,TBC,TBC
Bethuel,Bethel 2,TBC,TBC,TBC,1 Chr 4:30,0.0,0.0,TBC,TBC
Bethul,Bethel 2,TBC,TBC,TBC,Josh 19:4,0.0,0.0,TBC,TBC
Beth-zur,TBC,TBC,"Josh 15:58, 2 Chr 11:7, Neh 3:16",TBC,TBC,31.596107,35.10262,TBC,TBC
Betonim,TBC,TBC,Josh 13:26,TBC,TBC,32.0105,35.706297,TBC,TBC
Beyond the River,Jerusalem,region,TBC,TBC,"Ezra 4:10, Ezra 4:11, Ezra 4:16, Ezra 4:17, Ezra 4:20, Ezra 5:3, Ezra 5:6, Ezra 6:6, Ezra 6:8, Ezra 6:13, Ezra 7:21, Ezra 7:25, Ezra 8:36, Neh 2:7, Neh 2:9, Neh 3:7",0.0,0.0,TBC,TBC
Bezek 1,TBC,TBC,"Judg 1:4, Judg 1:5",TBC,TBC,31.898029,34.952878,TBC,TBC
Bezek 2,Bezek,TBC,TBC,TBC,1 Sam 11:8,0.0,0.0,TBC,TBC
Bezer,Bezer,TBC,TBC,TBC,"Deut 4:43, Josh 20:8, Josh 21:36, 1 Chr 6:78",0.0,0.0,TBC,TBC
Bileam,Ibleam,TBC,TBC,TBC,1 Chr 6:70,0.0,0.0,TBC,TBC
Bilhah,Baalah 1,TBC,TBC,TBC,1 Chr 4:29,0.0,0.0,TBC,TBC
Bithynia,region,TBC,"Acts 16:7, 1 Pet 1:1",TBC,TBC,40.905503,30.685778,TBC,TBC
Biziothiah,Beersheba,TBC,TBC,TBC,Josh 15:28,0.0,0.0,TBC,TBC
Bochim,Bethel 1,TBC,TBC,TBC,"Judg 2:1, Judg 2:5",0.0,0.0,TBC,TBC
Bor-ashan,Ashan,TBC,TBC,TBC,1 Sam 30:30,0.0,0.0,TBC,TBC
Bozez,Bozez,TBC,TBC,TBC,1 Sam 14:4,0.0,0.0,TBC,TBC
Bozkath,Lachish,TBC,TBC,TBC,"Josh 15:39, 2 Kgs 22:1",0.0,0.0,TBC,TBC
Bozrah 1,TBC,TBC,"Gen 36:33, 1 Chr 1:44, Isa 34:6, Isa 63:1, Jer 49:13, Jer 49:22, Amos 1:12",TBC,TBC,30.734691,35.60625,TBC,TBC
Bozrah 2,Bezer,TBC,TBC,TBC,Jer 48:24,0.0,0.0,TBC,TBC
Broad Wall,Jerusalem,TBC,TBC,TBC,"Neh 3:8, Neh 12:38",0.0,0.0,TBC,TBC
Brook of Egypt,TBC,TBC,"Num 34:5, Josh 15:4, Josh 15:47, 1 Kgs 8:65, 2 Kgs 24:7, 2 Chr 7:8, Isa 27:12, Ezek 47:19, Ezek 48:28",TBC,TBC,31.032047,33.854957,TBC,http://en.wikipedia.org/wiki/Brook_of_Egypt
Brook of the Arabah,Hamath,TBC,TBC,TBC,Amos 6:14,0.0,0.0,TBC,TBC
Brook of the Willows,Jordan,TBC,TBC,TBC,Isa 15:7,0.0,0.0,TBC,TBC
Buz,Dedan,TBC,TBC,TBC,Jer 25:23,0.0,0.0,TBC,TBC
Cabbon,Eglon,TBC,TBC,TBC,Josh 15:40,0.0,0.0,TBC,TBC
Cabul 1,TBC,TBC,Josh 19:27,TBC,TBC,32.865661,35.211814,TBC,TBC
Cabul 2,Cabul 1,TBC,TBC,TBC,1 Kgs 9:13,0.0,0.0,TBC,TBC
Caesarea,Caesarea,TBC,TBC,TBC,"Acts 8:40, Acts 9:30, Acts 10:1, Acts 10:24, Acts 11:11, Acts 12:19, Acts 18:22, Acts 21:8, Acts 21:16, Acts 23:23, Acts 23:33, Acts 25:1, Acts 25:4, Acts 25:6, Acts 25:13",0.0,0.0,TBC,TBC
Caesarea Philippi,Caesarea Philippi,TBC,TBC,TBC,"Matt 16:13, Mark 8:27",0.0,0.0,TBC,TBC
Calah,TBC,TBC,"Gen 10:11, Gen 10:12",TBC,TBC,36.142884,43.312178,TBC,TBC
Calneh,TBC,TBC,"Gen 10:10, Amos 6:2",TBC,TBC,32.127213,45.229995,TBC,TBC
Calno,Calneh,TBC,TBC,TBC,Isa 10:9,0.0,0.0,TBC,TBC
Cana,Cana,TBC,TBC,TBC,"John 2:1, John 2:11, John 4:46, John 21:2",0.0,0.0,TBC,TBC
Canaan,Gath,region,TBC,TBC,"Gen 11:31, Gen 12:5, Gen 13:12, Gen 16:3, Gen 17:8, Gen 23:2, Gen 23:19, Gen 31:18, Gen 33:18, Gen 35:6, Gen 36:5, Gen 36:6, Gen 37:1, Gen 42:5, Gen 42:7, Gen 42:13, Gen 42:29, Gen 42:32, Gen 44:8, Gen 45:17, Gen 45:25, Gen 46:6, Gen 46:12, Gen 46:31, Gen 47:1, Gen 47:4, Gen 47:13, Gen 47:14, Gen 47:15, Gen 48:3, Gen 48:7, Gen 49:30, Gen 50:5, Gen 50:13, Ex 6:4, Ex 15:15, Ex 16:35, Lev 14:34, Lev 18:3, Lev 25:38, Num 13:2, Num 13:17, Num 26:19, Num 32:30, Num 32:32, Num 33:40, Num 33:51, Num 34:2, Num 34:29, Num 35:10, Num 35:14, Deut 32:49, Josh 5:12, Josh 14:1, Josh 21:2, Josh 22:9, Josh 22:10, Josh 22:11, Josh 22:32, Josh 24:3, Judg 3:1, Judg 4:2, Judg 4:23, Judg 4:24, Judg 5:19, Judg 21:12, 1 Chr 16:18, Ps 105:11, Ps 106:38, Ps 135:11, Isa 19:18, Isa 23:11, Zeph 2:5, Acts 7:11, Acts 13:19",0.0,0.0,TBC,TBC
Canneh,Calneh,TBC,TBC,TBC,Ezek 27:23,0.0,0.0,TBC,TBC
Capernaum,Capernaum,TBC,TBC,TBC,"Matt 4:13, Matt 8:5, Matt 11:23, Matt 17:24, Mark 1:21, Mark 2:1, Mark 9:33, Luke 4:23, Luke 4:31, Luke 7:1, Luke 10:15, John 2:12, John 4:46, John 6:17, John 6:24, John 6:59",0.0,0.0,TBC,TBC
Caphtor,Crete,http://en.wikipedia.org/wiki/Caphtor,TBC,TBC,"Deut 2:23, Jer 47:4, Amos 9:7",0.0,0.0,TBC,http://en.wikipedia.org/wiki/Caphtor
Cappadocia,region,TBC,"Acts 2:9, 1 Pet 1:1",TBC,TBC,36.731904,35.486302,TBC,TBC
Carchemish,Carchemish,TBC,TBC,TBC,"2 Chr 35:20, Isa 10:9, Jer 46:2",0.0,0.0,TBC,TBC
Carmel,Carmel,TBC,TBC,TBC,"Josh 12:22, Josh 15:55, Josh 19:26, 1 Sam 15:12, 1 Sam 25:2, 1 Sam 25:5, 1 Sam 25:7, 1 Sam 25:40, 1 Sam 27:3, 1 Sam 30:5, 2 Sam 2:2, 2 Sam 3:3, 2 Sam 23:35, 1 Chr 11:37, Sng 7:5, Isa 33:9, Isa 35:2, Jer 46:18, Jer 50:19, Amos 1:2, Amos 9:3, Nahum 1:4",0.0,0.0,TBC,TBC
Casiphia,Hamath,TBC,TBC,TBC,Ezra 8:17,0.0,0.0,TBC,TBC
Cauda,TBC,TBC,Acts 27:16,TBC,TBC,34.84351,24.091671,TBC,http://www.creteisland.gr/english/chania/selino/gavdos/
Cenchreae,Cenchreae,TBC,TBC,TBC,"Acts 18:18, Rom 16:1",0.0,0.0,TBC,TBC
Chaldea,Ur,region,TBC,TBC,"Isa 48:20, Jer 50:10, Jer 51:24, Jer 51:35, Ezek 11:24, Ezek 16:29, Ezek 23:15, Ezek 23:16",0.0,0.0,TBC,TBC
Chebar,TBC,TBC,"Ezek 1:1, Ezek 1:3, Ezek 3:15, Ezek 3:23, Ezek 10:15, Ezek 10:20, Ezek 10:22, Ezek 43:3",TBC,TBC,33.159129,44.06293,; now Nehardea; http://www.hebrewhistory.info/factpapers/fp031_iraq.htm,http://www.hebrewhistory.info/factpapers/fp031_iraq.htm
Chephar-ammoni,TBC,TBC,Josh 18:24,TBC,TBC,31.966667,35.25,TBC,TBC
Chephirah,TBC,TBC,"Josh 9:17, Josh 18:26, Ezra 2:25, Neh 7:29",TBC,TBC,31.836401,35.095272,TBC,TBC
Cherith,Jordan,TBC,TBC,TBC,"1 Kgs 17:3, 1 Kgs 17:5",0.0,0.0,TBC,TBC
Cherub,Babylon,TBC,TBC,TBC,"Ezra 2:59, Neh 7:61",0.0,0.0,TBC,TBC
Chesalon,TBC,TBC,Josh 15:10,TBC,TBC,31.781049,35.05113,TBC,TBC
Chesil,Bethel 2,TBC,TBC,TBC,Josh 15:30,0.0,0.0,TBC,TBC
Chesulloth,TBC,TBC,Josh 19:18,TBC,TBC,32.683231,35.324694,TBC,TBC
Chezib,Achzib 1,TBC,TBC,TBC,Gen 38:5,0.0,0.0,TBC,TBC
Chilmad,Asshur,TBC,TBC,TBC,Ezek 27:23,0.0,0.0,TBC,TBC
Chinnereth 1,Sea of Galilee,TBC,TBC,TBC,Deut 3:17,0.0,0.0,TBC,TBC
Chinnereth 2,Sea of Galilee,TBC,TBC,TBC,Josh 19:35,0.0,0.0,TBC,TBC
Chinneroth,Sea of Galilee,region,TBC,TBC,"Josh 11:2, 1 Kgs 15:20",0.0,0.0,TBC,TBC
Chios,now Chios,TBC,Acts 20:15,TBC,TBC,38.44484,26.063302,TBC,TBC
