ESV Name,Name,KMZ Name,MSG Name,NLT Name,NIV Name,Lat,Lon,Passages,Comment
Valley of Jehoshaphat,Kidron Valley,TBC,TBC,TBC,"Joel 3:2, Joel 3:12",0.0,0.0,N/A,N/A
Valley of Jericho,Jericho,TBC,TBC,TBC,Deut 34:3,0.0,0.0,N/A,N/A
Valley of Jezreel,Jezreel 3,TBC,TBC,TBC,"Josh 17:16, Judg 6:33, Hos 1:5",0.0,0.0,N/A,N/A
Valley of Lebanon,Mount Hermon,TBC,TBC,TBC,"Josh 11:17, Josh 12:7",0.0,0.0,N/A,N/A
Valley of Mizpeh,TBC,TBC,Josh 11:8,TBC,TBC,33.28177,35.573371,N/A,N/A
Valley of Rephaim,TBC,TBC,"Josh 15:8, Josh 18:16, 2 Sam 5:18, 2 Sam 5:22, 2 Sam 23:13, 1 Chr 11:15, 1 Chr 14:9, Isa 17:5",TBC,TBC,31.756332,35.223059,N/A,N/A
Valley of Salt,from nbd,TBC,"2 Sam 8:13, 2 Kgs 14:7, 1 Chr 18:12, 2 Chr 25:11, Ps 60:1",TBC,TBC,31.087328,35.38374,N/A,N/A
Valley of Shaveh,King's Valley,TBC,TBC,TBC,Gen 14:17,0.0,0.0,N/A,N/A
Valley of Shittim,Abel-shittim,TBC,TBC,TBC,Joel 3:18,0.0,0.0,N/A,N/A
Valley of Siddim,TBC,TBC,"Gen 14:3, Gen 14:8, Gen 14:10",TBC,TBC,31.235341,35.517624,N/A,N/A
Valley of Slaughter,Valley of Hinnom,TBC,TBC,TBC,"Jer 7:32, Jer 19:6",0.0,0.0,N/A,N/A
Valley of Sorek,TBC,TBC,Judg 16:4,TBC,TBC,31.825731,34.989013,N/A,N/A
Valley of Succoth,Succoth 1,TBC,TBC,TBC,Ps 108:7,0.0,0.0,N/A,N/A
Valley of Zeboim,TBC,TBC,1 Sam 13:18,TBC,TBC,31.936283,35.424836,N/A,N/A
Valley of Zephathah,TBC,TBC,2 Chr 14:10,TBC,TBC,31.615198,34.910085,N/A,N/A
Valley of Zered,Zered,TBC,TBC,TBC,Num 21:12,0.0,0.0,N/A,N/A
Valley of the Arnon,Arnon,TBC,TBC,TBC,"Deut 2:24, Deut 2:36, Deut 3:8, Deut 3:12, Deut 3:16, Deut 4:48, Josh 12:1, Josh 12:2, Josh 13:9, Josh 13:16, 2 Kgs 10:33",0.0,0.0,N/A,N/A
Valley of the Son of Hinnom,Valley of Hinnom,TBC,TBC,TBC,"Josh 15:8, Josh 18:16, 2 Kgs 23:10, 2 Chr 28:3, 2 Chr 33:6, Jer 7:31, Jer 7:32, Jer 19:2, Jer 19:6, Jer 32:35",0.0,0.0,N/A,N/A
Valley of the Travelers,Valley of Hamon-gog,TBC,TBC,TBC,Ezek 39:11,0.0,0.0,N/A,N/A
Waheb,Suphah,TBC,TBC,TBC,Num 21:14,0.0,0.0,N/A,N/A
Washer's Field,Valley of Hinnom,TBC,TBC,TBC,"2 Kgs 18:17, Isa 7:3, Isa 36:2",0.0,0.0,N/A,N/A
Water Gate,<Jerusalem,TBC,TBC,TBC,"Neh 3:26, Neh 8:1, Neh 8:3, Neh 8:16, Neh 12:37",0.0,0.0,N/A,N/A
Way of Holiness,Jerusalem,road,TBC,TBC,Isa 35:8,0.0,0.0,N/A,N/A
Wildgoats' Rocks,Engedi,TBC,TBC,TBC,1 Sam 24:2,0.0,0.0,N/A,N/A
Yiron,now Yaroun,TBC,Josh 19:38,TBC,TBC,33.088748,35.414111,N/A,N/A
Zaanan,Zenan,TBC,TBC,TBC,Mic 1:11,0.0,0.0,N/A,N/A
Zaanannim,Kedesh 1,TBC,TBC,TBC,"Josh 19:33, Judg 4:11",0.0,0.0,N/A,N/A
Zair,Zoar,TBC,TBC,TBC,2 Kgs 8:21,0.0,0.0,N/A,N/A
Zalmon,Mount Ebal,TBC,TBC,TBC,Ps 68:14,0.0,0.0,N/A,N/A
Zalmonah,Punon,TBC,TBC,TBC,"Num 33:41, Num 33:42",0.0,0.0,N/A,N/A
Zanoah 1,TBC,TBC,"Josh 15:34, Neh 3:13, Neh 11:30",TBC,TBC,31.716667,35.0,N/A,N/A
Zanoah 2,TBC,TBC,Josh 15:56,TBC,TBC,31.366667,35.0,N/A,N/A
Zaphon,TBC,TBC,"Josh 13:27, Judg 12:1",TBC,TBC,32.23771,35.585865,N/A,N/A
Zarephath,Zarephath,TBC,TBC,TBC,"1 Kgs 17:9, 1 Kgs 17:10, Obad 1:20, Luke 4:26",0.0,0.0,N/A,N/A
Zarethan,TBC,TBC,"Josh 3:16, 1 Kgs 4:12, 1 Kgs 7:46",TBC,TBC,32.267821,35.576613,N/A,N/A
Zeboiim,Admah,TBC,TBC,TBC,"Gen 10:19, Gen 14:2, Gen 14:8, Deut 29:23, Hos 11:8",0.0,0.0,N/A,N/A
Zeboim,Zeboim,TBC,TBC,TBC,Neh 11:34,0.0,0.0,N/A,N/A
Zedad,TBC,TBC,"Num 34:8, Ezek 47:15",TBC,TBC,34.312571,36.925484,N/A,N/A
Zela,Haeleph,TBC,TBC,TBC,"Josh 18:28, 2 Sam 21:14",0.0,0.0,N/A,N/A
Zelzah,TBC,TBC,1 Sam 10:2,TBC,TBC,31.717666,35.187019,N/A,N/A
Zemaraim,TBC,TBC,Josh 18:22,TBC,TBC,31.910999,35.45728,N/A,N/A
Zenan,Shaphir,TBC,TBC,TBC,Josh 15:37,0.0,0.0,N/A,N/A
Zephath,TBC,TBC,Judg 1:17,TBC,TBC,30.880918,34.63062,N/A,N/A
Zer,Hammath,TBC,TBC,TBC,Josh 19:35,0.0,0.0,N/A,N/A
Zered,river,TBC,"Deut 2:13, Deut 2:14",TBC,TBC,30.884128,35.897633,N/A,N/A
Zeredah 1,Mount Ephraim,TBC,TBC,TBC,1 Kgs 11:26,0.0,0.0,N/A,N/A
Zeredah 2,Zarethan,TBC,TBC,TBC,2 Chr 4:17,0.0,0.0,N/A,N/A
Zererah,Zarethan,TBC,TBC,TBC,Judg 7:22,0.0,0.0,N/A,N/A
Zereth-shahar,TBC,TBC,Josh 13:19,TBC,TBC,31.616962,35.567522,N/A,N/A
Ziddim,TBC,TBC,Josh 19:35,TBC,TBC,32.814279,35.435872,N/A,N/A
Ziklag,Ziglag,TBC,TBC,TBC,"Josh 15:31, Josh 19:5, 1 Sam 27:6, 1 Sam 30:1, 1 Sam 30:14, 1 Sam 30:26, 2 Sam 1:1, 2 Sam 4:10, 1 Chr 4:30, 1 Chr 12:1, 1 Chr 12:20, Neh 11:28",0.0,0.0,N/A,N/A
Zimri,Elam,TBC,TBC,TBC,Jer 25:25,0.0,0.0,N/A,N/A
Zin 1,Kadesh-barnea,region,TBC,TBC,"Num 13:21, Num 20:1, Num 27:14, Num 33:36, Num 34:3, Deut 32:51, Josh 15:1",0.0,0.0,N/A,N/A
Zin 2,Kadesh-barnea,TBC,TBC,TBC,"Num 34:4, Josh 15:3",0.0,0.0,N/A,N/A
Zion,Jerusalem,TBC,TBC,TBC,"2 Sam 5:7, 1 Kgs 8:1, 2 Kgs 19:21, 1 Chr 11:5, 2 Chr 5:2, Ps 2:6, Ps 9:11, Ps 9:14, Ps 14:7, Ps 20:2, Ps 48:12, Ps 50:2, Ps 51:18, Ps 53:6, Ps 65:1, Ps 69:35, Ps 76:2, Ps 84:5, Ps 84:7, Ps 87:2, Ps 87:5, Ps 97:8, Ps 99:2, Ps 102:13, Ps 102:16, Ps 102:21, Ps 110:2, Ps 126:1, Ps 128:5, Ps 129:5, Ps 132:13, Ps 133:3, Ps 134:3, Ps 135:21, Ps 137:1, Ps 137:3, Ps 146:10, Ps 147:12, Ps 149:2, Sng 3:11, Isa 1:8, Isa 1:27, Isa 2:3, Isa 3:16, Isa 3:17, Isa 4:3, Isa 4:4, Isa 10:24, Isa 10:32, Isa 12:6, Isa 14:32, Isa 16:1, Isa 28:16, Isa 30:19, Isa 31:9, Isa 33:5, Isa 33:14, Isa 33:20, Isa 34:8, Isa 35:10, Isa 37:22, Isa 40:9, Isa 41:27, Isa 46:13, Isa 49:14, Isa 51:3, Isa 51:11, Isa 51:16, Isa 52:1, Isa 52:2, Isa 52:7, Isa 52:8, Isa 59:20, Isa 60:14, Isa 61:3, Isa 62:11, Isa 64:10, Isa 66:8, Jer 3:14, Jer 4:6, Jer 4:31, Jer 6:2, Jer 6:23, Jer 8:19, Jer 9:19, Jer 14:19, Jer 26:18, Jer 30:17, Jer 31:6, Jer 31:12, Jer 50:5, Jer 50:28, Jer 51:10, Jer 51:24, Jer 51:35, Lam 1:4, Lam 1:6, Lam 1:17, Lam 2:1, Lam 2:4, Lam 2:6, Lam 2:8, Lam 2:10, Lam 2:13, Lam 2:18, Lam 4:2, Lam 4:11, Lam 4:22, Lam 5:11, Joel 2:1, Joel 2:15, Joel 2:23, Joel 3:16, Joel 3:17, Joel 3:21, Amos 1:2, Amos 6:1, Mic 1:13, Mic 3:10, Mic 3:12, Mic 4:2, Mic 4:8, Mic 4:10, Mic 4:11, Mic 4:13, Zeph 3:14, Zeph 3:16, Zech 1:14, Zech 1:17, Zech 2:7, Zech 2:10, Zech 8:2, Zech 8:3, Zech 9:9, Zech 9:13, Matt 21:5, John 12:15, Rom 9:33, Rom 11:26, 1 Pet 2:6",0.0,0.0,N/A,N/A
Zion's,Jerusalem,TBC,TBC,TBC,"Isa 33:6, Isa 62:1",0.0,0.0,N/A,N/A
Zior,TBC,TBC,Josh 15:54,TBC,TBC,31.589719,35.148296,N/A,N/A
Ziph 1,Ziph,TBC,TBC,TBC,"Josh 15:55, 1 Sam 23:14, 1 Sam 23:15, 1 Sam 23:24, 1 Sam 26:2, 2 Chr 11:8",0.0,0.0,N/A,N/A
Ziph 2,Telem,TBC,TBC,TBC,Josh 15:24,0.0,0.0,N/A,N/A
Ziphron,Hazar-enan,TBC,TBC,TBC,Num 34:9,0.0,0.0,N/A,N/A
Ziz,TBC,TBC,2 Chr 20:16,TBC,TBC,31.572903,35.406346,N/A,N/A
Zoan,Zoan,TBC,TBC,TBC,"Num 13:22, Ps 78:12, Ps 78:43, Isa 19:11, Isa 19:13, Isa 30:4, Ezek 30:14",0.0,0.0,N/A,N/A
Zoar,Zoar,TBC,TBC,TBC,"Gen 13:10, Gen 14:2, Gen 14:8, Gen 19:22, Gen 19:23, Gen 19:30, Deut 34:3, Isa 15:5, Jer 48:34",0.0,0.0,N/A,N/A
Zobah,Zedad,region,TBC,TBC,"1 Sam 14:47, 2 Sam 8:3, 2 Sam 8:5, 2 Sam 8:12, 2 Sam 10:6, 2 Sam 10:8, 2 Sam 23:36, 1 Kgs 11:23, 1 Chr 18:5, 1 Chr 18:9, 1 Chr 19:6",0.0,0.0,N/A,N/A
Zobah-Hamath,Zobah,TBC,TBC,TBC,1 Chr 18:3,0.0,0.0,N/A,N/A
Zophim,TBC,TBC,Num 23:14,TBC,TBC,31.767811,35.725296,N/A,N/A
Zorah,TBC,TBC,"Josh 15:33, Josh 19:41, Judg 13:2, Judg 13:25, Judg 16:31, Judg 18:2, Judg 18:8, Judg 18:11, 2 Chr 11:10, Neh 11:29",TBC,TBC,31.762141,34.969319,N/A,N/A
Zuph,Gibeon,TBC,TBC,TBC,1 Sam 9:5,0.0,0.0,N/A,N/A
